isrun,idmachine,namemachine,nameeng,sizemachine,capacity,Power,point,model,nummachine,usejob,capability,manufacturer,machineinclude,genration,energy,create_date,create_by,update_date,update_by,division,machinegroupid,fis_refcode,out
523,KI1-EM-ACM-0374,มอเตอร์สะพานยางขี้เป็ดใต้หม้อกรอง  6,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
524,KI1-EM-ACM-0375,มอเตอร์สะพานยางขี้เป็ดใต้หม้อกรอง 7,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
525,KI1-EM-ACM-0376,มอเตอร์ใบกวนปูนขาว  1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
526,KI1-EM-ACM-0377,มอเตอร์ใบกวนปูนขาว  2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
527,KI1-EM-ACM-0378,มอเตอร์ใบกวนพักใส  1,Low Voltage Motor,,,257,,,,,,,,,,10/12/2020,Admin,,,20,332,,
528,KI1-EM-ACM-0379,มอเตอร์ใบกวนพักใส  2,Low Voltage Motor,,,257,,,,,,,,,,10/12/2020,Admin,,,20,332,,
529,KI1-EM-ACM-0380,มอเตอร์กวนถังโคลนบน,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
530,KI1-EM-ACM-0381,มอเตอร์กวนถังปูนขาวผสมบน,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
531,KI1-EM-ACM-0382,มอเตอร์สะพานยางขี้เป็ดลงยุ้ง,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
532,KI1-EM-ACM-0383,มอเตอร์พัดลมดูดไอตะแกรง  1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
533,KI1-EM-ACM-0384,มอเตอร์ปั๊ฒโซดาไฟถังติดรีไฟน์,Low Voltage Motor,,,235,,,,,,,,,,10/12/2020,Admin,,,20,332,,
534,KI1-EM-ACM-0385,มอเตอร์ใบกวนปูนขาวถังใหญ่ 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
535,KI1-EM-ACM-0386,มอเตอร์ใบกวนปูนขาวถังใหญ่ 2,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
536,KI1-EM-ACM-0387,"มอเตอร์ปั๊มปูนขาวไปหม้อต้ม, รีไฟน์ 1",Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
537,KI1-EM-ACM-0388,"มอเตอร์ปั๊มปูนขาวไปหม้อต้ม, รีไฟน์ 2",Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
538,KI1-EM-ACM-0389,มอเตอร์ปั๊มปูนขาวถังเล็กขึ้นถังใหญ่ 1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
539,KI1-EM-ACM-0390,มอเตอร์ปั๊มปูนขาวถังเล็กขึ้นถังใหญ่ 2,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
540,KI1-EM-ACM-0391,มอเตอร์ใบกวนปูนขาวถังเล็ก,Low Voltage Motor,,,237,,,,,,,,,,10/12/2020,Admin,,,20,332,,
541,KI1-EM-ACM-0392,มอเตอร์สะพานยางปูนขาว,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
542,KI1-EM-ACM-0393,มอเตอร์เกลียวขับปูนขาวเข้าโม่,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
543,KI1-EM-ACM-0394,มอเตอร์หมุนโม่ปูนขาว,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
544,KI1-EM-ACM-0395,มอเตอร์พัดลมดูดไอตะแกรง 2,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
545,KI1-EM-ACM-0396,มอเตอร์ป๊มน้ำยาพักใสใหม่,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
546,KI1-EM-ACM-0397,มอเตอร์หมุนหม้อกรอง  12,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
547,KI1-EM-ACM-0398,มอเตอร์คันโยกหม้อกรอง  12,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
548,KI1-EM-ACM-1029,มอเตอร์แว็คคั่มรีไฟน์,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
549,KI1-EM-ACM-1030,มอเตอร์แว็คคั่มรีไฟน์,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
550,KI1-EM-ACM-1118,มอเตอร์หมุนหม้อกรอง ,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
551,KI1-EM-ACM-1119,มอเตอร์คันโยกหม้อกรอง ,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
552,KI1-EM-ACM-1120,มอเตอร์หมุนหม้อกรอง,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
553,KI1-EM-ACM-1121,มอเตอร์คันโยกหม้อกรอง,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
554,KI1-EM-ACM-1122,มอเตอร์หมุนหม้อกรอง,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
555,KI1-EM-ACM-1123,มอเตอร์คันโยกหม้อกรอง,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
556,KI1-EM-ACM-1124,มอเตอร์ปั๊มน้ำร้อนผสม,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
557,KI1-EM-ACM-1125,มอเตอร์สะพานยางขี้เป็ด No.8,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
558,KI1-EM-ACM-0001,มอเตอร์ปั้มแวคคั่ม  A-1,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
559,KI1-EM-ACM-0002,มอเตอร์ปั้มแวคคั่ม  A-2,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
560,KI1-EM-ACM-0003,มอเตอร์ปั้มแวคคั่ม  A-3,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
561,KI1-EM-ACM-0004,มอเตอร์ปั้มแวคคั่ม  B-1,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
562,KI1-EM-ACM-0005,มอเตอร์ปั้มแวคคั่ม สแปร์ A - B,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
563,KI1-EM-ACM-0006,มอเตอร์ปั้มแวคคั่ม B-2,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
564,KI1-EM-ACM-0007,มอเตอร์ปั้มแวคคั่ม B-3,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
565,KI1-EM-ACM-0008,มอเตอร์ปั้มแวคคั่ม B-4,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
566,KI1-EM-ACM-0011,มอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.1,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
567,KI1-EM-ACM-0012,มอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.2,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
568,KI1-EM-ACM-0013,มอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.3,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
569,KI1-EM-ACM-0025,มอเตอร์ปั้มหอยโข่งน้ำร้อนคอนเดนเสท 1,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
570,KI1-EM-ACM-0026,มอเตอร์ปั้มหอยโข่งน้ำร้อนคอนเดนเสท 2,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
571,KI1-EM-ACM-0027,มอเตอร์ปั้มหอยโข่งน้ำเชื่อมดิบถังตั้งใหญ่ 2,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
572,KI1-EM-ACM-0028,มอเตอร์ปั้มหอยโข่งน้ำเชื่อมดิบถังตั้งใหญ่ 3,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
573,KI1-EM-ACM-0029,มอเตอร์ปั้มหอยโข่งปูนขาวรีไฟน์ 1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
574,KI1-EM-ACM-0030,มอเตอร์ปั้มหอยโข่งปูนขาวรีไฟน์ 2,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
575,KI1-EM-ACM-0041,มอเตอร์ชุดขับใบกวนปูนขาว  1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
576,KI1-EM-ACM-0042,มอเตอร์ชุดขับใบกวนปูนขาว  2,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
577,KI1-EM-ACM-0046,มอเตอร์ชุดขับใบกวนแมคม่า  1,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
578,KI1-EM-ACM-0047,มอเตอร์ชุดขับใบกวนแมคม่า 2,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
579,KI1-EM-ACM-0048,มอเตอร์ชุดขับใบกวนแมคม่า 3 ( นอนใหม่ ),Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
580,KI1-EM-ACM-0053,มอเตอร์ชุดขับใบกวนถังละลายน้ำตาล R,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
581,KI1-EM-ACM-0063,มอเตอร์ปั้มแวคคั่ม R-2,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
582,KI1-EM-ACM-0064,มอเตอร์ปั้มแวคคั่ม R-3,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
583,KI1-EM-ACM-0066,มอเตอร์ปั้มแวคคั่ม R-1,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
584,KI1-EM-ACM-0067,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อเคี่ยว R,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
585,KI1-EM-ACM-0068,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อเคี่ยว C,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
586,KI1-EM-ACM-0069,มอเตอร์ปั้มแวคคั่ม C-R,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
587,KI1-EM-ACM-0070,มอเตอร์ปั้มแวคคั่ม R-4,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
588,KI1-EM-ACM-0071,มอเตอร์ปั้มแวคคั่ม C-3,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
589,KI1-EM-ACM-0072,มอเตอร์ปั้มแวคคั่ม C-4,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
590,KI1-EM-ACM-0073,มอเตอร์ปั้มแวคคั่ม หม้อนอน,Low Voltage Motor,,,243,,,,,,,,,,10/12/2020,Admin,,,20,332,,
591,KI1-EM-ACM-0074,มอเตอร์ปั้มแมสิควิท C ขึ้นถังกวนตั้ง 1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
592,KI1-EM-ACM-0075,มอเตอร์ปั้มแมสิควิท C ขึ้นถังกวนตั้ง 2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
593,KI1-EM-ACM-0089,มอเตอร์ชุดขับรางกวนแมสควิส C 1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
594,KI1-EM-ACM-0090,มอเตอร์ชุดขับรางกวนแมสควิส C 2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
595,KI1-EM-ACM-0095,มอเตอร์ชุดขับถังใบกวนน้ำเหลือง C,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
596,KI1-EM-ACM-0098,มอเตอร์ปั๊มน้ำร้อนหม้อเคี่ยวถังนอก 1,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
597,KI1-EM-ACM-0108,มอเตอร์รางกวนใต้หม้อเคี่ยว A1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
598,KI1-EM-ACM-0109,มอเตอร์รางกวนใต้หม้อเคี่ยว  A2,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
599,KI1-EM-ACM-0110,มอเตอร์รางกวนใต้หม้อเคี่ยว  A3,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
600,KI1-EM-ACM-0111,มอเตอร์รางกวนใต้หม้อเคี่ยว  B1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
601,KI1-EM-ACM-0112,มอเตอร์รางกวนใต้หม้อเคี่ยว  B2,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
602,KI1-EM-ACM-0113,มอเตอร์รางกวนใต้หม้อเคี่ยว  B3,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
603,KI1-EM-ACM-0114,มอเตอร์รางกวนใต้หม้อเคี่ยว  B4,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
604,KI1-EM-ACM-0115,มอเตอร์รางกวนใต้หม้อเคี่ยว  R1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
605,KI1-EM-ACM-0116,มอเตอร์รางกวนใต้หม้อเคี่ยว  R2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
606,KI1-EM-ACM-0117,มอเตอร์รางกวนใต้หม้อเคี่ยว  R3,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
607,KI1-EM-ACM-0118,มอเตอร์รางกวนใต้หม้อเคี่ยว  R4,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
608,KI1-EM-ACM-0119,มอเตอร์รางกวนใต้หม้อเคี่ยว  C1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
609,KI1-EM-ACM-0120,มอเตอร์รางกวนใต้หม้อเคี่ยว  C2,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
610,KI1-EM-ACM-0121,มอเตอร์รางกวนใต้หม้อเคี่ยว  C3,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
611,KI1-EM-ACM-0122,มอเตอร์รางกวนใต้หม้อเคี่ยว  C4,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
612,KI1-EM-ACM-0125,มอเตอร์ปั้มแมสิควิท C กลางถังกวนตั้ง 1,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
613,KI1-EM-ACM-0126,มอเตอร์ปั้มแมสิควิท C กลางถังกวนตั้ง 2,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
614,KI1-EM-ACM-0133,มอเตอร์ชุดขับถังกวนเชื้อแม็กม่า A  (ถังนอน),Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
615,KI1-EM-ACM-0135,มอเตอร์ชุดขับถังกวนเชื้อแม็กม่า B  (ถังนอน),Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
616,KI1-EM-ACM-0136,มอเตอร์ชุดขับถังกวนเชื้อแม็กม่า C  (ถังนอน 1 ),Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
617,KI1-EM-ACM-0138 ,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว A1 No.1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
618,KI1-EM-ACM-0139 ,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว A1 No.2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
619,KI1-EM-ACM-0140,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว A3,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
620,KI1-EM-ACM-0141,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว B1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
621,KI1-EM-ACM-0142,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว B2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
622,KI1-EM-ACM-0143,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว B3,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
623,KI1-EM-ACM-0144,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว B4,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
624,KI1-EM-ACM-0149,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว R1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
625,KI1-EM-ACM-0150,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว R2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
626,KI1-EM-ACM-0151,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว R3,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
627,KI1-EM-ACM-0152,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว R4,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
628,KI1-EM-ACM-0153,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว C1,Low Voltage Motor,,,293,,,,,,,,,,10/12/2020,Admin,,,20,332,,
629,KI1-EM-ACM-0154,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว C2,Low Voltage Motor,,,293,,,,,,,,,,10/12/2020,Admin,,,20,332,,
630,KI1-EM-ACM-0155,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว C3,Low Voltage Motor,,,293,,,,,,,,,,10/12/2020,Admin,,,20,332,,
631,KI1-EM-ACM-0156,มอเตอร์ชุดขับใบกวนหัวหม้อเคี่ยว C4,Low Voltage Motor,,,293,,,,,,,,,,10/12/2020,Admin,,,20,332,,
632,KI1-EM-ACM-0159,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
633,KI1-EM-ACM-0160,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  2,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
634,KI1-EM-ACM-0161,มอเตอร์ชุดขับรางกวนผสมเชื้อ C บนถังตั้ง 1-2,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
635,KI1-EM-ACM-0162,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  3,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
636,KI1-EM-ACM-0163,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  4,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
637,KI1-EM-ACM-0164,มอเตอร์ชุดขับรางกวนผสมเชื้อ C บนถังตั้ง 3-4,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
638,KI1-EM-ACM-0165,มอเตอร์ชุดขับรางกวนผสมเชื้อ C บนถัง,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
639,KI1-EM-ACM-0166,มอเตอร์เกียร์ขับถังกวนตั้ง 5,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
640,KI1-EM-ACM-0167,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  6,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
641,KI1-EM-ACM-0168,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  7,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
642,KI1-EM-ACM-0170,มอเตอร์ชุดขับไฮดรอลิกส์ใบกวนตั้ง  ถัง  8,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
643,KI1-EM-ACM-0172,มอเตอร์บดเชื้อ,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
644,KI1-EM-ACM-0174,มอเตอร์รางพักแมกม่า C,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
645,KI1-EM-ACM-0187,มอเตอร์ปั๊มไฮดรอลิกส์เปิดตูดหม้อเคี่ยว A,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
646,KI1-EM-ACM-0188,มอเตอร์ปั๊มไฮดรอลิกส์เปิดตูดหม้อเคี่ยว B,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
647,KI1-EM-ACM-0189,มอเตอร์ปั๊มไฮดรอลิกส์เปิดตูดหม้อเคี่ยว C,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
648,KI1-EM-ACM-0190,มอเตอร์ปั๊มไฮดรอลิกส์เปิดตูดหม้อเคี่ยว R,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
649,KI1-EM-ACM-0194,มอเตอร์ชุดขับสายพานยางผสมละลายเชื้อ B No.1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
650,KI1-EM-ACM-0195,มอเตอร์ชุดขับสายพานยางผสมละลายเชื้อ B No.2,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
651,KI1-EM-ACM-0196,มอเตอร์ชุดขับสายพานยางผสมละลายเชื้อ B No.3,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
652,KI1-EM-ACM-1000,มอเตอร์ปั้มหอยโข่งน้ำเย็นบริการ ,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
653,KI1-EM-ACM-1001/1,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อเคี่ยว R - 2,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
654,KI1-EM-ACM-1001,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อเคี่ยว R - 1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
655,KI1-EM-ACM-1007,มอเตอร์ชุดขับรางกวนพักเชื้อ B-C No.2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
656,KI1-EM-ACM-1010,มอเตอร์ปั้มสกรูน้ำตาลแมสิควิทขึ้นถังตั้ง 3,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
657,KI1-EM-ACM-1027,มอเตอร์ปั้มหอยโข่งน้ำเชื่อมขึ้นหม้อเคี่ยว 1,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
658,KI1-EM-ACM-1028,มอเตอร์ปั้มหอยโข่งน้ำเชื่อมขึ้นหม้อเคี่ยว 2,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
659,KI1-EM-ACM-1031,มอเตอร์ปั้มแมสิควิท เชื้อหม้อนอน 1,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
660,KI1-EM-ACM-1032,มอเตอร์ปั้มแมสิควิท เชื้อหม้อนอน 2,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
661,KI1-EM-ACM-1033,มอเตอร์ปั้มแมสิควิท เชื้อหม้อนอน 3,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
662,KI1-EM-ACM-1034,มอเตอร์ปั้มแมสิควิท เชื้อหม้อนอน 4,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
663,KI1-EM-ACM-1035,มอเตอร์ถังกวนผสมเชื้อ R,Low Voltage Motor,,,260,,,,,,,,,,10/12/2020,Admin,,,20,332,,
664,KI1-EM-ACM-1036,มอเตอร์ถังกวนผสมโมลาส B,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
665,KI1-EM-ACM-1037,มอเตอร์ใบกวนผสมน้ำเหลือง C No.2,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
666,KI1-EM-ACM-1038,มอเตอร์บดเชื้อ No.2,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
667,KI1-EM-ACM-0889,มอเตอร์ปั้มเจสคอนเดนเชอร์หม้อ C - 1,Low Voltage Motor,,,255,,,,,,,,,,10/12/2020,Admin,,,20,332,,
668,KI1-EM-ACM-0890,มอเตอร์ปั้มเจสคอนเดนเชอร์หม้อ C - 2,Low Voltage Motor,,,255,,,,,,,,,,10/12/2020,Admin,,,20,332,,
669,KI1-EM-ACM-0821,มอเตอร์ปั๊มน้ำเย็นบริการไปหม้อเคี่ยว No.1,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
670,KI1-EM-ACM-0822,มอเตอร์ปั๊มน้ำเย็นบริการไปหม้อเคี่ยว No.2,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
671,KI1-EM-ACM-0824,มอเตอร์ปั๊มน้ำไปลาดขี้เถ้าหม้อน้ำ,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
672,KI1-EM-ACM-0836,มอเตอร์ปั๊มน้ำเย็นบริการไปหม้อเคี่ยว,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
673,KI1-EM-ACM-0158,มอเตอร์ชุดขับรางกวนผสมเชื้อ C บนถัง 6-7,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
674,KI1-EM-ACM-0000,มอเตอร์ชุดขับรางกวนพักเชื้อ B-C No.1,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
675,KI1-EM-ACM-0132,มอเตอร์ชุดขับถังกวนเชื้อแม็กม่า C  (ถังนอน 2),Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
