isrun,idmachine,namemachine,nameeng,sizemachine,capacity,Power,point,model,nummachine,usejob,capability,manufacturer,machineinclude,genration,energy,create_date,create_by,update_date,update_by,division,machinegroupid,fis_refcode,out
2323,KI1-EM-LVC-3030,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.12,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2324,KI1-EM-LVC-3031,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.13,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2325,KI1-EM-LVC-3032,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.14,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2326,KI1-EM-LVC-3033,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.15,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2327,KI1-EM-LVC-3034,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.16,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2328,KI1-EM-LVC-3035,สายส่งมอเตอร์สะพานลำเลียงขี้หม้อกรอง No.17,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2329,KI1-EM-LVC-5010,สายส่งมอเตอร์พัดลมคลูลิ่ง,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2330,KI1-EM-LVC-5040,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำบ่อดักไขขึ้นคลูลิ่ง 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2331,KI1-EM-LVC-5050,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำหล่อเย็นไปลูกหีบ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2332,KI1-EM-LVC-5060,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำหล่อเย็นไปลูกหีบ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2333,KI1-EM-LVC-5120,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำบ่อดักไขขึ้นคลูลิ่ง 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2334,KI1-EM-LVC-5130,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำหล่อเย็นไปลูกหีบ 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2335,KI1-EM-LVC-5140,สายส่งมอเตอร์ปั๊มหอยโข่งน้ำบ่อดักไขขึ้นคลูลิ่ง 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2336,KI1-EM-LVC-6150,สายส่งมอเตอร์ปั๊มหล่อเย็น,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2337,KI1-EM-LVC-6151,สายส่งมอเตอร์พัดลมคลูลิ่ง,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2338,KI1-EM-LVC-6152,สายส่งมอเตอร์ปั๊มน้ำหล่อเย็น,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2339,KI1-EM-LVC-6153,สายส่งมอเตอร์ปั๊มน้ำหล่อเย็น,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2340,KI1-EM-LVC-6154,สายส่งมอเตอร์ปั๊มน้ำ Soft No.3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2341,KI1-EM-LVC-8001,สายส่งตู้ MDB จ่ายหม้อต้ม,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2342,KI1-EM-LVC-8002,สายส่งตู้ MDB จ่ายหม้อปั่นA2 และ REFINE,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2343,KI1-EM-LVC-8003,สายส่งตู้ MDB จ่ายลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2344,KI1-EM-LVC-8004,สายส่งตู้ MDB จ่ายมอเตอร์มีดแรงสูงแผนกลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2345,KI1-EM-LVC-8005,สายส่งตู้ MDB จ่ายหม้อน้ำ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2346,KI1-EM-LVC-8006,สายส่งตู้ MDB จ่ายหม้อปั่นA1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2347,KI1-EM-LVC-8007,สายส่งตู้ MDB หม้อปั่นB,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2348,KI1-EM-LVC-8008,สายส่งตู้ MDB จ่ายหม้อปั่นR,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2349,KI1-EM-LVC-8009,สายส่งตู้ MDB จ่ายหม่อปั่นC,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2350,KI1-EM-LVC-8010,สายส่งตู้ MDB จ่ายโหลดทั่วไปหน้าซ่อมSERVICE LINE,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2351,KI1-EM-LVC-8011,สายส่งตู้ MDB จ่ายบ้านพักพนักงาน,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2352,KI1-EM-LVC-8012,สายส่งตู้ MDB คลูลิ่งนอก,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2353,KI1-EM-LVC-8013,สายส่งตู้ MDB จ่ายหม้อปั่นA3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2354,KI1-EM-LVC-8014,สายส่งตู้ MDB โรงกรองน้ำ RO,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2355,KI1-EM-LVC-8015,สายส่งตู้ MDB รับไฟจาก BIOGAS+TR14 จ่ายคลูลิ่งนอก,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2356,KI1-EM-LVC-8016,สายส่งตู้ MDB อาคารไฟฟ้า โรงกลึง ยานยนต์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2357,KI1-EM-LVC-8017,สายส่งตู้ MDB กลุ่มโหลดสะพานไซด์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2358,KI1-EM-LVC-8018,สายส่งตู้ MDB ulity มอเตอร์ขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2359,KI1-EM-LVC-8019,สายส่งตู้ MDB จ่ายมอเตอร์ขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2360,KI1-EM-LVC-8020,"สายส่งตู้ MDB จ่ายปั้มน้ำดิบ + โกดัง 5,7",,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2361,KI1-EM-LVC-8021,สายส่งตู้ MDB จ่ายโรงแก๊ส WETSCSUBBER,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2362,KI1-EM-LVC-8022,สายส่งตู้ MDB โรงสับเปลือกไม้,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2363,KI1-EM-LVC-8023,สายส่งตู้ MDB จ่ายออฟฟิต,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2364,KI1-EM-LVC-8024,สายส่งตู้ MDB บ่อน้ำดิบ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2365,KI1-EM-LVC-8025,สายส่งตู้ MDB บ่อน้ำดิบ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2366,KI1-EM-LVC-8026,สายส่งตู้ MDB บ่อหมักไร้อากาศ 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2367,KI1-EM-LVC-8027,สายส่งตู้ MDB บ่อรับน้ำจากครองจักราช,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2368,KI1-EM-LVC-8028,สายส่งตู้ MDB บ่อน้ำดิบ 3 No.1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2369,KI1-EM-LVC-8029,สายส่งตู้ MDB สระเติมอากาศ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2370,KI1-EM-LVC-8030,สายส่งตู้ MDB บ่อน้ำดิบ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2371,KI1-EM-LVC-8031,สายส่งตู้ MDB ตาชั่งโรงปุ๋ยใหม่,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2372,KI1-EM-LVC-8032,สายส่งตู้ MDB โรงปุ๋ยใหม่,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2373,KI1-EM-LVC-8033,สายส่งตู้ MDB  บ่อหมักไร้อากาศ 4,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2374,KI1-EM-LVC-8034,สายส่งตู้ MDB บ่อแฟคคัลเททีฟ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2375,KI1-EM-MVC-3001,สายส่งมอเตอร์ใบมีดตัดอ้อยสะพานไซด์  1 CK1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2376,KI1-EM-MVC-3002,สายส่งมอเตอร์ใบมีดตัดอ้อยสะพานเมนต์ CK3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2377,KI1-EM-MVC-3003,สายส่งมอเตอร์ขับลูกหีบชุด 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2378,KI1-EM-MVC-3004,สายส่งมอเตอร์ขับลูกหีบชุด 5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2379,KI1-EM-MVC-3005,สายส่งมอเตอร์ป. น้ำเข้าเตาตัวใหญ่ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2380,KI1-EM-MVC-3006,สายส่งมอเตอร์ป. น้ำเข้าเตาตัวใหญ่ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2381,KI1-EM-MVC-3007,สายส่งมอเตอร์พัดลมดูดหลังเตา เตา1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2382,KI1-EM-MVC-3008,สายส่งมอเตอร์พัดลมเป่าข้างใหญ่ เตา1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2383,KI1-EM-MVC-3009,สายส่งมอเตอร์พัดลมดูดหลังเตา เตา2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2384,KI1-EM-MVC-3010,สายส่งมอเตอร์พัดลมเป่าข้างใหญ่ เตา2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2385,KI1-EM-MVC-3011,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2386,KI1-EM-MVC-3012,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2387,KI1-EM-MVC-3013,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2388,KI1-EM-MVC-3014,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 4,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2389,KI1-EM-MVC-3015,สายส่งมอเตอร์พัดลมเป่าข้างใหญ่ เตา3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2390,KI1-EM-MVC-3016,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2391,KI1-EM-MVC-3017,สายส่งมอเตอร์พัดลมอบกากอ้อยแรงสูง 6,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2392,KI1-EM-MVC-3018,สายส่งมอเตอร์ปั๊มน้ำคอนเดนเซอร์ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2393,KI1-EM-MVC-3019,สายส่งมอเตอร์ปั๊มน้ำคอนเดนเซอร์ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2394,KI1-EM-MVC-3020,สายส่งมอเตอร์ปั๊มน้ำคอนเดนเซอร์ 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2395,KI1-EM-MVC-3021,สายส่งมอเตอร์ปั๊มน้ำคอนเดนเซอร์ 4,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2396,KI1-EM-MVC-3022,สายส่งมอเตอร์ปั๊มแก๊สแรงสูง 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2397,KI1-EM-MVC-3023,สายส่งมอเตอร์ปั๊มแก๊สแรงสูง 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2398,KI1-EM-MVC-1001,สายส่งตู้สวิทช์เกียร์ Gen 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2399,KI1-EM-MVC-1002,สายส่งตู้สวิทช์เกียร์ Gen 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2400,KI1-EM-MVC-1003,สายส่งตู้สวิทช์เกียร์จ่ายคาปาซิเตอร์ 1750 kVar Gen2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2401,KI1-EM-MVC-1004,สายส่งตู้สวิทช์เกียร์ขายไฟ ไลน์คง 8MW,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2402,KI1-EM-MVC-1005,สายส่งตู้สวิทช์เกียร์จ่ายหม้อต้ม,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2403,KI1-EM-MVC-1006,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่น A2 และรีไฟน์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2404,KI1-EM-MVC-1007,สายส่งตู้สวิทช์เกียร์จ่ายลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2405,KI1-EM-MVC-1008,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์แรงสูงลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2406,KI1-EM-MVC-1009,สายส่งตู้สวิทช์เกียร์จ่ายหม้อน้ำ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2407,KI1-EM-MVC-1010,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์แรงสูงหม้อน้ำ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2408,KI1-EM-MVC-1011,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์แรงสูงปั๊มคอนเดนเซอร์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2409,KI1-EM-MVC-1012,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่นA1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2410,KI1-EM-MVC-1013,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่นB,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2411,KI1-EM-MVC-1014,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่นR,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2412,KI1-EM-MVC-1015,สายส่งตู้สวิทช์เกียร์สแปร์ (จ่ายโหลดทั่วไปหน้าซ่อมSERVICE LINE เก่า ),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2413,KI1-EM-MVC-1016,สายส่งตู้สวิทช์เกียร์จ่ายหม่อปั่นC,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2414,KI1-EM-MVC-1017,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่นA3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2415,KI1-EM-MVC-1018,สายส่งตู้สวิทช์เกียร์จ่ายขึ้น SELECTIONBUS จาก GEN 1 - Gen 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2416,KI1-EM-MVC-1019,สายส่งตู้สวิทช์เกียร์จ่ายอาคารไฟฟ้า โรงกลึง ยานยนต์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2417,KI1-EM-MVC-1020,สายส่งตู้สวิทช์เกียร์จ่ายคาปาซิเตอร์ 3500 kVar Gen1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2418,KI1-EM-MVC-1021,สายส่งตู้สวิทช์เกียร์จ่ายคาปาซิเตอร์ 3500 kVar Gen3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2419,KI1-EM-MVC-1022,สายส่งตู้สวิทช์เกียร์ซื้อ/ขายพลังงานไฟฟ้า ไลน์คง (MV House),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2420,KI1-EM-MVC-1023,สายส่งตู้สวิทช์เกียร์ Gen 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2421,KI1-EM-MVC-1024,สายส่งตู้สวิทช์เกียร์ซื้อ/ขายพลังงานไฟฟ้า ไลน์ห้วยแถลง,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2422,KI1-EM-MVC-1025,สายส่งตู้สวิทช์เกียร์จ่ายขึ้น SELECTIONBUS GEN 3 จ่าย HV29,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2423,KI1-EM-MVC-1026,สายส่งตู้สวิทช์เกียร์จ่ายขึ้น SELECTIONBUS GEN 1 จ่าย HV29,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2424,KI1-EM-MVC-1027,สายส่งตู้สวิทช์เกียร์จ่ายขึ้น SELECTIONBUS จาก GEN 3 - Gen 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2425,KI1-EM-MVC-1028,สายส่งตู้สวิทช์เกียร์จ่ายขึ้น SELECTIONBUS จาก GEN 1 - Gen 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2426,KI1-EM-MVC-1029,สายส่งตู้สวิทช์เกียร์จ่ายหม้อแปลงมอเตอร์ขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2427,KI1-EM-MVC-1030,สายส่งตู้สวิทช์เกียร์จ่ายคลูลิ่งนอก,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2428,KI1-EM-MVC-1031,สายส่งตู้สวิทช์เกียร์จ่ายคาปาซิเตอร์ HV29/ HV30,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2429,KI1-EM-MVC-1032,สายส่งตู้สวิทช์เกียร์จ่ายกลุ่มโหลดสะพานไซด์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2430,KI1-EM-MVC-1033,สายส่งตู้สวิทช์เกียร์จ่าย Bagasse Dryer,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2431,KI1-EM-MVC-1034,สายส่งตู้สวิทช์เกียร์จ่ายโรงแก๊ส WETSCSUBBER,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2432,KI1-EM-MVC-1035,สายส่งตู้สวิทช์เกียร์จ่ายโรงสับเปลือกไม้,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2433,KI1-EM-MVC-1036,สายส่งตู้สวิทช์เกียร์จ่ายหม้อปั่น A2 และรีไฟน์ (Interlock HV6),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2434,KI1-EM-MVC-1037,สายส่งตู้สวิทช์เกียร์จ่ายโรงกรองน้ำ RO,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2435,KI1-EM-MVC-1038,สายส่งตู้สวิทช์เกียร์ สแปร์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2436,KI1-EM-MVC-1039,สายส่งตู้สวิทช์เกียร์จ่ายหม้อต้ม (Interlock HV5),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2437,KI1-EM-MVC-1040,สายส่งตู้สวิทช์เกียร์รับ/จ่ายไฟบริการ จาก KI2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2438,KI1-EM-MVC-1041,สายส่งตู้สวิทช์เกียร์รับ/จ่ายไฟบริการ KI1 จาก GEN2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2439,KI1-EM-MVC-1042,สายส่งตู้สวิทช์เกียร์จ่ายออฟฟิศ/ บ้านพัก,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2440,KI1-EM-MVC-1043,สายส่งตู้สวิทช์เกียร์จ่ายไฟบริการ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2441,KI1-EM-MVC-1044,สายส่งตู้สวิทช์เกียร์จ่ายกลุ่มโหลดท่าน้ำนอก/ โรงปุ๋ย/ โกดัง5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2442,KI1-EM-MVC-1045,สายส่งตู้สวิทช์เกียร์ สแปร์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2443,KI1-EM-MVC-1046,สายส่งตู้ Bus Connection Gen1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2444,KI1-EM-MVC-1047,สายส่งตู้ Bus Connection Gen2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2445,KI1-EM-MVC-1048,สายส่งตู้สวิทช์เกียร์ซื้อ/ขายพลังงานไฟฟ้า ไลน์ห้วยแถลง (MV House),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2446,KI1-EM-MVC-1049,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์ขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2447,KI1-EM-MVC-1050,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์ขับลูกหีบชุด 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2448,KI1-EM-MVC-1051,สายส่งตู้สวิทช์เกียร์จ่ายมอเตอร์ขับลูกหีบชุด 5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2449,KI1-EM-MVC-1052,สายส่งตู้สวิทช์เกียร์จ่าย Ulity มอเตอร์ขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2450,KI1-EM-MVC-1053,สายส่งตู้สวิทช์เกียร์จ่าย Wet Scrubber,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2451,KI1-EM-MVC-1054,สายส่งตู้สวิทช์เกียร์จ่าย ปั๊มแก๊ส,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2452,KI1-EM-MVC-1055,สายส่งตู้ Bus Connection Gen3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2453,KI1-EM-MVC-1056,สายส่งตู้สวิตเกียร์ 52KI-01 (รับจาก 52F-15 จ่าย Bus Connection Gen2),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2454,KI1-EM-MVC-1057,สายส่งตู้สวิตเกียร์ 52KI-02 (รับจาก 52F-16 จ่าย Bus Connection Gen3),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2455,KI1-EM-MVC-1058,สายส่งตู้สวิตเกียร์ 52KI-03 (รับจาก 52F-17 จ่าย TR-01 ขายไฟไลน์คง),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2456,KI1-EM-MVC-1059,สายส่งตู้สวิตเกียร์ 52KI-04 (รับจาก HV4 จ่าย TR-01 ขายไฟไลน์คง),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2457,KI1-EM-MVC-1060,สายส่งตู้สวิตเกียร์ 52KI-05  (รับจาก 52F-18 จ่าย TR-01 ขายไฟไลน์ห้วยแถลง),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2458,KI1-EM-MVC-1061,สายส่งตู้สวิตเกียร์ 52KI-06 (รับจาก HV24 จ่าย TR-01 ขายไฟไลน์ห้วยแถลง),,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2459,KI1-EM-MVC-2001,สายส่งหม้อแปลงซื้อ/ขายพลังงานไฟฟ้า ไลน์คง,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2460,KI1-EM-MVC-2002,สายส่งหม้อแปลงซื้อ/ขายพลังงานไฟฟ้า ไลน์ห้วยแถลง,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2461,KI1-EM-MVC-2003,สายส่งหม้อแปลงจ่ายหม้อต้ม,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2462,KI1-EM-MVC-2004,สายส่งหม้อแปลงจ่ายลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2463,KI1-EM-MVC-2005,สายส่งหม้อแปลงจ่ายหม้อน้ำ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2464,KI1-EM-MVC-2006,สายส่งหม้อแปลงจ่ายหม้อปั่นA2 และ REFINE,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2465,KI1-EM-MVC-2007,สายส่งหม้อแปลงจ่ายหม้อปั่นA1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2466,KI1-EM-MVC-2008,สายส่งหม้อแปลงจ่ายหม้อปั่นB,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2467,KI1-EM-MVC-2009,สายส่งหม้อแปลงจ่ายหม้อปั่นR,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2468,KI1-EM-MVC-2010,สายส่งหม้อแปลงจ่ายโหลดทั่วไปหน้าซ่อม SERVICE LINE,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2469,KI1-EM-MVC-2011,สายส่งหม้อแปลงจ่ายหม่อปั่นC,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2470,KI1-EM-MVC-2012,สายส่งหม้อแปลงจ่ายบ้านพักพนักงาน,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2471,KI1-EM-MVC-2013,สายส่งหม้อแปลงจ่ายหม้อปั่นA3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2472,KI1-EM-MVC-2014,สายส่งหม้อแปลงจ่ายคลูลิ่งนอก,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2473,KI1-EM-MVC-2015,สายส่งหม้อแปลงรับไฟจาก BIOGAS+TR14 จ่ายคลูลิ่งนอก ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2474,KI1-EM-MVC-2016,สายส่งหม้อแปลงจ่ายโรงกรองน้ำ RO,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2475,KI1-EM-MVC-2017,สายส่งหม้อแปลงจ่ายอาคารไฟฟ้า โรงกลึง ยานยนต์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2476,KI1-EM-MVC-2018,สายส่งหม้อแปลง ulity มอเตอรืขับลูกหีบ,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2477,KI1-EM-MVC-2019,สายส่งหม้อแปลงจ่ายกลุ่มโหลดสะพานไซด์,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2478,KI1-EM-MVC-2020,"สายส่งหม้อแปลงจ่ายปั้มน้ำดิบ + โกดัง 5,7",,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2479,KI1-EM-MVC-2021,สายส่งหม้อแปลงจ่ายโรงแก๊ส WETSCSUBBER,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2480,KI1-EM-MVC-2022,สายส่งหม้อแปลงจ่ายโรงสับเปลือกไม้,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2481,KI1-EM-MVC-2023,สายส่งหม้อแปลงจ่ายมอเตอร์ลูกหีบชุด 3/ ชุด 5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
2482,KI1-EM-MVC-2024,สายส่งหม้อแปลงจ่ายออฟฟิต,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
