id,idmachine,orders,name,unit,idproduct,w3,m1,m3,y1,y2,y3,oh,create_date,create_by,update_date,update_by,number,no
,KI1-EM-TRF-0001,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0001,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0002,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0003,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0004,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0005,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0006,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0007,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0008,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0009,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0010,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0011,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0012,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0013,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0014,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0015,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0017,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Low Voltage Terminal (ขั้วต่อสายแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,High Voltage Terminal (ขั้วต่อสายแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Low voltage Bushing (ลูกถ้วยแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,High Voltage Bushing (ลูกถ้วยแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Arcing Horn (ล่อฟ้า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Off-Load Tap Changer (แท็ปปรับแรงดัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0019,,Upper Steel Clamp (เหล็กหนีบแกนเหล็กด้านบน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Low Voltage Winding  (ขดลวดแรงตํ่า),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,High Voltage Winding  (ขดลวดแรงสูง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Corrugated Tank (ตัวถัง และครีบระบายความร้อน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Transformer Base  (ฐานหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Oil Level Gauge (เกจวัดระดับนํ้ามัน),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Lifting Eye (หูยกหม้อแปลง),,,,,,,,,,,,,,,
,KI1-EM-TRF-0021,,Pressure Relief Device (ท่อกันระเบิด),,,,,,,,,,,,,,,
