id,idmachine,orders,name,unit,idproduct,w3,m1,m3,y1,y2,y3,oh,create_date,create_by,update_date,update_by,number,no
,KI1-EM-ACM-0667,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0667,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0667,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0667,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0667,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0667,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0666,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0665,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0664,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0663,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0662,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0661,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0660,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0659,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0658,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0657,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"End shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Screws for end shield, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Rotor with shaft,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Key, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Terminal Box,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Terminal Board,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Intermediate flange,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Screws for terminal box cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Outer bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Valve disc with labyrinth seal, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Bearing, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Inner bearing cover, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Outer bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Seal, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Wave spring,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Valve disc, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Inner bearing cover, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Screws for bearing cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Fan,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Screws for fan cover,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Rating plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,Lubrication plate,,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Grease nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"Grease nipple, N-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0656,,"SPM nipple, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0655,,Stator frame,,,,,,,,,,,,,,,
,KI1-EM-ACM-0655,,"End shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0655,,"Screws for end shield, D-end",,,,,,,,,,,,,,,
,KI1-EM-ACM-0655,,"End shield, N-end",,,,,,,,,,,,,,,
